PBO Station Position Time Series.,,,,,,,
Format Version, 1.2.0,,,,,,
Reference Frame, IGS08,,,,,,
4-character ID, P316,,,,,,
Station name, RequaYurokCN2006,,,,,,
Begin Date, 2006-07-01,,,,,,
End Date, 2017-03-20,,,,,,
Release Date, 2017-03-22,,,,,,
Source file, P316.pbo.igs08.pos,,,,,,
Offset from source file, -3.66 mm North, -46.25 mm East, -3.42 mm Vertical,,,,
Reference position, 41.5591334341 North Latitude, -124.0861440056 East Longitude, 234.98198 meters elevation,,,,
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality
2016-06-16,-22.81,-132.93,-0.13,2.62,2.12,9.59, suppf
2016-06-17,-19.96,-127.46,-22.76,2.57,2.11,9.59, suppf
2016-06-18,-18.48,-127.07,-25.8,2.62,2.13,9.61, suppf
2016-06-19,-18.31,-127.83,-24.45,2.63,2.1,9.66, suppf
2016-06-20,-22.84,-130.55,-21.23,2.59,2.06,9.58, suppf
2016-06-21,-21.86,-131.06,-14.15,2.54,2.06,9.37, suppf
2016-06-22,-22.35,-132.42,-8.47,2.51,2.03,9.25, suppf
2016-06-23,-22.41,-130.54,-5.08,2.7,2.18,9.99, suppf
2016-06-24,-19.24,-131.61,-8.35,2.7,2.15,9.94, suppf
2016-06-25,-19.47,-129.79,-12.68,2.59,2.04,9.46, suppf
2016-06-26,-21.12,-130.08,-15.53,2.58,2.06,9.52, suppf
2016-06-27,-19.96,-131.79,-15.14,2.64,2.1,9.68, suppf
2016-06-28,-20.75,-131.73,-10.39,2.59,2.06,9.46, suppf
2016-06-29,-22.9,-130.88,-7.1,2.58,2.06,9.52, suppf
2016-06-30,-21.06,-131.16,-16.76,2.6,2.1,9.7, suppf
2016-07-01,-22.27,-130.74,-13.34,2.62,2.06,9.58, suppf
2016-07-02,-23.68,-130.28,-14.44,2.63,2.1,9.85, suppf
2016-07-03,-21.82,-129.08,-14.2,2.67,2.07,9.93, suppf
2016-07-04,-23.86,-130.46,-15.02,2.6,2.05,9.6, suppf
2016-07-05,-23.42,-130.98,-16.48,2.52,2.01,9.25, suppf
2016-07-06,-23.18,-130.29,-20.08,2.58,2.04,9.53, suppf
2016-07-07,-19.98,-131.33,-13.99,2.68,2.11,9.81, suppf
2016-07-08,-19.64,-131.37,-29.34,2.67,2.11,10.02, suppf
2016-07-09,-19.44,-129.15,-20.86,2.7,2.15,10.14, suppf
2016-07-10,-18.92,-128.06,-18.48,2.62,2.09,9.74, suppf
2016-07-11,-21.3,-131.42,-21.59,2.64,2.1,9.83, suppf
2016-07-12,-20.68,-133.6,-5.91,2.66,2.09,9.82, suppf
2016-07-13,-19.01,-130.02,-19.52,2.63,2.09,9.65, suppf
2016-07-14,-19.94,-130.93,-18.61,2.62,2.1,9.69, suppf
2016-07-15,-22.72,-131.31,-13.12,2.65,2.14,9.83, suppf
2016-07-16,-20.37,-132.55,-12.01,2.67,2.13,9.7, suppf
2016-07-17,-22.48,-132.25,-11.31,2.58,2.06,9.48, suppf
2016-07-18,-18.21,-132.54,-23.79,2.66,2.13,9.77, suppf
2016-07-19,-17.67,-132.09,-18.1,2.69,2.17,10.03, suppf
2016-07-20,-20.37,-132.69,-12.98,2.7,2.23,10.22, suppf
2016-07-21,-17.59,-130.76,-21.6,2.65,2.12,9.75, suppf
2016-07-22,-19.48,-131.86,-19.62,2.67,2.16,10.04, suppf
2016-07-23,-19.78,-131.27,-21.42,2.63,2.12,9.78, suppf
2016-07-24,-21.24,-133.15,-8.6,2.7,2.12,9.93, suppf
2016-07-25,-23.81,-132.9,-6.5,2.64,2.09,9.74, suppf
2016-07-26,-20.09,-132.73,-15.3,2.69,2.15,9.92, suppf
2016-07-27,-22.62,-132.12,-13.58,2.75,2.21,10.27, suppf
2016-07-28,-23.54,-130.44,-28.2,2.64,2.08,9.63, suppf
2016-07-29,-24.63,-130.77,-22.48,2.69,2.13,9.79, suppf
2016-07-30,-22.83,-131.52,-17.41,2.69,2.13,9.91, suppf
2016-07-31,-24.62,-131.25,-21.31,2.62,2.06,9.65, suppf
2016-08-01,-23.78,-131.1,-11.8,2.6,2.06,9.61, suppf
2016-08-02,-22.42,-126.94,-26.55,2.67,2.11,9.85, suppf
2016-08-03,-19.96,-131.04,-19.22,2.66,2.13,9.76, suppf
2016-08-04,-21.62,-131.19,-25.83,2.71,2.14,10.06, suppf
2016-08-05,-20.8,-133.37,-11.66,2.68,2.12,9.86, suppf
2016-08-06,-22.76,-132.05,-12.72,2.62,2.1,9.8, suppf
2016-08-07,-20.41,-132.72,-9.07,2.69,2.13,10.1, suppf
2016-08-08,-18.29,-132.53,-6,2.69,2.15,9.84, suppf
2016-08-09,-18.77,-131.96,-21.2,2.76,2.18,10.24, suppf
2016-08-10,-20.17,-129.72,-13.11,2.73,2.18,9.93, suppf
2016-08-11,-18.51,-132.31,-13.91,2.71,2.16,10.05, suppf
2016-08-12,-16.2,-130.59,-32.49,2.74,2.19,10.16, suppf
2016-08-13,-15.66,-131.46,-15.46,2.75,2.17,10.08, suppf
2016-08-14,-21.26,-132.52,-3.09,2.76,2.23,10.16, suppf
2016-08-15,-20.53,-134.62,-11.7,2.73,2.18,10.18, suppf
2016-08-16,-20.58,-132.44,-23.87,2.77,2.28,10.52, suppf
2016-08-17,-16.07,-132.65,-25.91,2.75,2.18,10.22, suppf
2016-08-18,-17.87,-132.31,-16.13,2.77,2.19,10.06, suppf
2016-08-19,-22.32,-134.5,-4.52,2.72,2.17,9.8, suppf
2016-08-20,-20.19,-133.18,-1.7,2.73,2.15,9.98, suppf
2016-08-21,-19.89,-131.47,-7.53,2.74,2.19,10.01, suppf
2016-08-22,-18.76,-131.93,-10.48,2.71,2.16,10.06, suppf
2016-08-23,-20.5,-133.65,-10.82,2.69,2.16,9.99, suppf
2016-08-24,-18.28,-132.72,-19.09,2.73,2.17,10.11, suppf
2016-08-25,-19.68,-131.57,-16.78,2.71,2.19,10.08, suppf
2016-08-26,-20.05,-133.85,-7.14,2.71,2.19,10.07, suppf
2016-08-27,-19.73,-134.18,-10.49,2.72,2.22,10.25, suppf
2016-08-28,-18.99,-132.88,-18.2,2.74,2.19,10.33, suppf
2016-08-29,-18.56,-133,-6.86,2.73,2.18,10.18, suppf
2016-08-30,-19.09,-131.95,-12.67,2.71,2.18,9.94, suppf
2016-08-31,-19.79,-132.3,-25.27,2.71,2.2,10.08, suppf
2016-09-01,-20.42,-133.22,-17.01,2.73,2.21,10.15, suppf
2016-09-02,-20.44,-132.81,-7.61,2.74,2.21,9.9, suppf
2016-09-03,-21.76,-135.55,-7.07,2.73,2.19,9.98, suppf
2016-09-04,-23.27,-133.09,-8.35,2.7,2.17,9.81, suppf
2016-09-05,-20.93,-134.31,-11.57,2.64,2.15,9.71, suppf
2016-09-06,-22.71,-134.25,-13.2,2.65,2.16,9.81, suppf
2016-09-07,-23.13,-134.11,-8.43,2.8,2.26,10.31, suppf
2016-09-08,-22.33,-134.03,-9.92,2.8,2.18,10.02, suppf
2016-09-09,-18.35,-132.32,-20.5,2.75,2.19,10, suppf
2016-09-10,-20.97,-135.02,-9.45,2.65,2.12,9.71, suppf
2016-09-11,-22.79,-135.08,-7.98,2.7,2.18,9.93, suppf
2016-09-12,-22.35,-132.28,-8.39,2.69,2.14,9.68, suppf
2016-09-13,-20.05,-134.75,-4.2,2.64,2.14,9.75, suppf
2016-09-14,-21.25,-134.65,-1.25,2.64,2.1,9.47, suppf
2016-09-15,-18.56,-130.45,-21.5,2.8,2.21,10.32, suppf
2016-09-16,-20.87,-131.41,-14.46,2.77,2.19,10.13, suppf
2016-09-17,-21.52,-132.63,1.63,2.65,2.15,9.77, suppf
2016-09-18,-21.69,-134.04,-10.39,2.67,2.14,9.76, suppf
2016-09-19,-21.26,-132.25,-16,2.71,2.16,9.9, suppf
2016-09-20,-20.75,-132.26,-6.89,2.64,2.11,9.61, suppf
2016-09-21,-22.29,-131.56,-17.14,2.62,2.1,9.47, suppf
2016-09-22,-21.61,-131.89,-13.79,2.65,2.17,9.77, suppf
2016-09-23,-21.8,-134.85,-2.59,2.65,2.19,9.79, suppf
2016-09-24,-21.19,-133.14,-8.15,2.6,2.13,9.47, suppf
2016-09-25,-20.32,-131.73,-11.68,2.61,2.1,9.5, suppf
2016-09-26,-19.73,-132.07,-19.87,2.6,2.08,9.48, suppf
2016-09-27,-21.81,-132.93,-5.53,2.59,2.07,9.31, suppf
2016-09-28,-19.87,-132.48,-5.24,2.62,2.13,9.56, suppf
2016-09-29,-21.59,-133.24,-4,2.66,2.16,9.84, suppf
2016-09-30,-19.83,-134.56,-8.14,2.6,2.08,9.38, suppf
2016-10-01,-21.17,-134.39,-6.07,2.62,2.12,9.54, suppf
2016-10-02,-23.09,-134.61,-5.83,2.65,2.15,9.71, suppf
2016-10-03,-23.86,-132.82,-4.63,2.54,2.08,9.3, suppf
2016-10-04,-20.74,-132.5,0.34,2.65,2.16,9.8, suppf
2016-10-05,-19.63,-132.47,-11.59,2.67,2.15,9.79, suppf
2016-10-06,-21.33,-131.11,-18.36,2.63,2.15,9.7, suppf
2016-10-07,-21.17,-132.84,-14.08,2.58,2.1,9.43, suppf
2016-10-08,-21.02,-132.34,-15.94,2.61,2.13,9.57, suppf
2016-10-09,-22.21,-132.15,-10.54,2.65,2.15,9.67, suppf
2016-10-10,-21.43,-132.36,-12,2.57,2.13,9.46, suppf
2016-10-11,-20.3,-134.38,-13.59,2.59,2.11,9.45, suppf
2016-10-12,-18.27,-135.82,-15.16,2.53,2.09,9.24, suppf
2016-10-13,-24.1,-135.19,4.38,2.61,2.08,9.73, suppf
2016-10-14,-23.56,-134.98,-2.22,2.74,2.23,10.39, suppf
2016-10-15,-24.2,-133.02,-10.89,2.78,2.23,10.57, suppf
2016-10-16,-24.85,-134.89,6.49,2.64,2.09,9.79, suppf
2016-10-17,-24.21,-135.58,-2.06,2.69,2.21,10.02, suppf
2016-10-18,-20.96,-132.32,-6.31,2.61,2.15,9.61, suppf
2016-10-19,-21.21,-133.01,-23.68,2.55,2.11,9.39, suppf
2016-10-20,-23.45,-132.46,-25.79,2.55,2.09,9.36, suppf
2016-10-21,-20.17,-134.16,-16.23,2.58,2.14,9.37, suppf
2016-10-22,-20.08,-134.95,-11.04,2.54,2.09,9.19, suppf
2016-10-23,-20.84,-133.98,-8.68,2.6,2.12,9.52, suppf
2016-10-24,-19.97,-134.64,-12.52,2.63,2.13,9.59, suppf
2016-10-25,-23.71,-136.34,-7.48,2.6,2.1,9.38, suppf
2016-10-26,-23.46,-135.34,-11.1,2.66,2.16,9.87, suppf
2016-10-27,-19.03,-135.75,-10.06,2.63,2.16,9.6, suppf
2016-10-28,-21.28,-135.75,-9.95,2.56,2.09,9.29, suppf
2016-10-29,-20.3,-135.68,-8.46,2.7,2.2,9.9, suppf
2016-10-30,-24.69,-135.94,-2.11,2.65,2.13,9.6, suppf
2016-10-31,-22.68,-136.86,-3.61,2.62,2.16,9.66, suppf
2016-11-01,-22.91,-136.4,-4.52,2.57,2.1,9.32, suppf
2016-11-02,-21.05,-136.4,-13.29,2.62,2.12,9.46, suppf
2016-11-03,-21.46,-132.99,-16.39,2.66,2.13,9.67, suppf
2016-11-04,-20.97,-133.8,-20.12,2.6,2.09,9.45, suppf
2016-11-05,-23.23,-134.95,-14.65,2.61,2.12,9.53, suppf
2016-11-06,-22.07,-134.05,-16.66,2.59,2.11,9.49, suppf
2016-11-07,-22.24,-135.6,-17.22,2.57,2.1,9.42, suppf
2016-11-08,-21,-136.1,-22.89,2.56,2.09,9.44, suppf
2016-11-09,-21.81,-134.25,-13.89,2.61,2.12,9.55, suppf
2016-11-10,-22.21,-135.11,-17.13,2.61,2.08,9.4, suppf
2016-11-11,-20.94,-135.12,-17.08,2.57,2.1,9.45, suppf
2016-11-12,-23.47,-135.39,-14.25,2.64,2.14,9.79, suppf
2016-11-13,-21.84,-135.66,-12.05,2.58,2.09,9.39, suppf
2016-11-14,-20.75,-133.88,-27.92,2.62,2.09,9.51, suppf
2016-11-15,-21.37,-134.28,-17.26,2.49,2.03,9.22, suppf
2016-11-16,-23.14,-134.88,-12.91,2.27,1.86,8.35, suppf
2016-11-17,-22.75,-134.21,-16.29,2.54,2.03,9.21, suppf
2016-11-18,-21.97,-135.99,-12.91,2.55,2.03,9.25, suppf
2016-11-19,-26.12,-140.48,-3.98,2.66,2.13,9.75, suppf
2016-11-20,-25.34,-137.1,-6.3,2.66,2.14,9.83, suppf
2016-11-21,-22.36,-137.28,-8.84,2.65,2.12,9.67, suppf
2016-11-22,-23.59,-136.1,-13.8,2.51,2.01,9.07, suppf
2016-11-23,-21.35,-138.61,-12.5,2.69,2.14,9.7, suppf
2016-11-24,-24.11,-137.44,-8.97,2.56,2.04,9.28, suppf
2016-11-25,-22.9,-137.68,-6.92,2.58,2.03,9.42, suppf
2016-11-26,-22.81,-138.79,-10.82,2.65,2.15,9.96, suppf
2016-11-27,-21.55,-134.68,-15.56,2.6,2.08,9.4, final
2016-11-28,-22.39,-136.07,-12.18,2.58,2.05,9.41, final
2016-11-29,-22.94,-136.12,-10.76,2.51,2.02,9.09, final
2016-11-30,-23.65,-138.38,-13.6,2.56,2.05,9.3, final
2016-12-01,-22.14,-135.1,-17.43,2.59,2.13,9.52, final
2016-12-02,-22.68,-133.46,-29.27,2.55,2.06,9.29, final
2016-12-03,-23.45,-135.13,-19.6,2.54,2.05,9.21, final
2016-12-04,-23.5,-137.73,-9.76,2.53,2.03,9.22, suppf
2016-12-05,-22.61,-137.29,-10.17,2.59,2.05,9.32, suppf
2016-12-06,-21.37,-137.53,-11.91,2.57,2.05,9.28, suppf
2016-12-07,-23.89,-136.37,-15.96,2.51,2.02,9.04, suppf
2016-12-08,-21.97,-138.48,-8.96,2.61,2.1,9.48, suppf
2016-12-09,-23.27,-138.45,-7.26,2.7,2.15,9.76, suppf
2016-12-10,-22.45,-135.3,-16.67,2.58,2.09,9.57, suppf
2016-12-11,-21.88,-136.43,-2.55,2.57,2.05,9.32, suppf
2016-12-12,-21.3,-137.43,-4.47,2.58,2.08,9.39, suppf
2016-12-13,-22.99,-136.29,-14.21,2.57,2.08,9.3, suppf
2016-12-14,-23.35,-137.91,2.92,2.61,2.1,9.58, suppf
2016-12-15,-23.7,-137.01,-9.95,2.6,2.08,9.62, suppf
2016-12-16,-22.01,-138.03,-8.76,2.54,2.02,9.19, suppf
2016-12-17,-21.8,-135.52,-11.81,2.47,1.98,8.91, suppf
2016-12-18,-21.07,-135.25,-18.19,2.49,1.99,8.95, final
2016-12-19,-21.59,-134.64,-12.97,2.52,2.03,9.13, final
2016-12-20,-23.04,-136.54,-9.93,2.58,2.07,9.35, final
2016-12-21,-23.92,-136.72,-9.68,2.5,2.02,9.05, final
2016-12-22,-21.76,-136.23,-11.51,2.5,2.01,9.06, final
2016-12-23,-21.11,-138.31,-8.35,2.59,2.06,9.43, final
2016-12-24,-21.77,-137.01,-10.64,2.51,2.01,9.04, final
2016-12-25,-22.73,-135.21,-14.64,2.44,1.97,8.77, final
2016-12-26,-22.55,-137.32,-9.91,2.45,1.97,8.85, final
2016-12-27,-25.29,-137.57,-3.84,2.53,2.01,8.99, final
2016-12-28,-22.16,-136.86,-12.85,2.51,2.01,8.96, final
2016-12-29,-22.95,-137.7,-16.27,2.55,2.02,9.02, final
2016-12-30,-22.45,-135.67,-15.19,2.54,2.02,9.08, final
2016-12-31,-23.7,-135.98,-6.8,2.48,1.99,8.91, final
2017-01-01,-23.07,-137.16,-9.59,2.48,1.99,8.96, final
2017-01-02,-23.58,-133.55,-25.21,2.65,2.09,9.56, final
2017-01-03,-24.12,-137.29,-37.5,2.58,2.07,9.34, final
2017-01-04,-22.47,-136.2,-14.99,2.53,2.04,9.23, final
2017-01-05,-22.06,-135.29,-18.89,2.44,1.95,8.72, final
2017-01-06,-22.41,-137.6,-14.02,2.41,1.97,8.72, final
2017-01-07,-23.52,-138.06,-7.03,2.52,2.05,9.14, final
2017-01-08,-24.75,-139.26,-3.73,2.56,2.06,9.34, final
2017-01-09,-20.1,-136.12,-10.16,2.62,2.12,9.41, final
2017-01-10,-23.2,-138.52,0.8,2.69,2.1,9.64, final
2017-01-11,-22.89,-136.51,-8.86,3.21,2.47,11.45, final
2017-01-12,-21.58,-138.28,-9.29,3.13,2.46,11.09, final
2017-01-13,-21.88,-133.46,-25.06,3.07,2.44,11, final
2017-01-14,-21.49,-134.49,-23.65,2.49,2.03,9, final
2017-01-15,-22.33,-136.67,-19.51,2.51,2.06,9.13, final
2017-01-16,-22.49,-135.57,-13.22,2.5,2.02,8.99, final
2017-01-17,-22.45,-137.82,-9.8,2.6,2.1,9.56, final
2017-01-18,-26.64,-137.21,6.25,2.6,2.06,9.54, final
2017-01-19,-22.86,-135.51,0.75,2.62,2.08,9.52, final
2017-01-20,-24.52,-138.95,4.83,2.55,2.05,9.2, final
2017-01-21,-22.72,-137.53,-6.35,2.58,2.08,9.38, final
2017-01-22,-23.47,-138.67,-8.85,2.51,2.01,9.1, final
2017-01-23,-23.5,-137.63,-8.6,2.53,2.01,9.08, final
2017-01-24,-22.98,-137.45,-6.06,2.47,1.98,8.94, final
2017-01-25,-20.64,-135.33,-23.38,2.46,1.97,8.85, final
2017-01-26,-21.75,-134.49,-26.3,2.47,1.99,8.94, final
2017-01-27,-20.32,-134.76,-33.64,2.53,2.05,9.18, final
2017-01-28,-22.1,-136.28,-21.39,2.48,2,8.96, final
2017-01-29,-22.79,-136.77,-24.75,2.49,1.97,8.8, final
2017-01-30,-22.95,-135.74,-23.28,2.5,2,8.95, final
2017-01-31,-22.84,-138.41,-21.2,2.47,2.01,9.09, final
2017-02-01,-23.52,-137.74,-17.83,2.47,2.02,9.04, final
2017-02-02,-24.12,-138.7,-14.58,2.56,2.06,9.41, final
2017-02-03,-22.9,-138.56,-16.11,2.61,2.05,9.55, final
2017-02-04,-23.14,-137.95,-21.95,2.61,2.06,9.45, final
2017-02-05,-23.67,-138.82,-18.46,2.56,2.08,9.35, final
2017-02-06,-22.5,-135.78,-18.52,2.57,2.09,9.4, final
2017-02-07,-21.46,-138.14,-20.91,2.67,2.11,9.64, final
2017-02-08,-22.17,-137.8,-19.6,2.53,2.04,9.27, final
2017-02-09,-24.96,-138.54,-8.48,2.67,2.11,9.8, final
2017-02-10,-23.24,-138.59,-17.22,2.63,2.1,9.41, final
2017-02-11,-21.98,-136.14,-31.76,2.44,2.01,8.9, final
2017-02-12,-21.57,-135.74,-29.43,2.47,2.04,9.02, final
2017-02-13,-23.17,-137.48,-22.95,2.52,2.03,9.16, final
2017-02-14,-24.6,-135.78,-21.91,2.47,2.02,8.94, final
2017-02-15,-24.77,-137.61,-13.59,2.52,2.04,9.22, final
2017-02-16,-24.03,-136.01,-11.16,2.26,1.88,8.3, final
2017-02-17,-25.35,-135.32,-7.05,2.21,1.83,7.98, final
2017-02-18,-24.96,-137.44,-9.88,2.15,1.79,7.74, final
2017-02-19,-25.89,-138.85,-3.56,2.38,1.96,8.64, final
2017-02-20,-25.76,-137.35,-3.58,2.35,1.94,8.54, final
2017-02-21,-24.65,-136.01,-13.05,2.33,1.95,8.56, final
2017-02-22,-25.53,-134.84,-16.56,2.25,1.83,8.14, final
2017-02-23,-24.41,-135.77,-17.35,2.18,1.82,7.96, final
2017-02-24,-25.47,-136.26,-16.17,2.13,1.8,7.82, final
2017-02-25,-25.59,-136.74,-2.85,2.14,1.77,7.7, final
2017-02-26,-25.1,-137.36,-9.6,2.17,1.82,7.82, final
2017-02-27,-23.77,-139.69,-26.56,2.28,1.9,8.22, final
2017-02-28,-24.25,-136.97,-14.15,2.24,1.87,8.08, final
2017-03-01,-25.63,-135.77,-18.75,2.13,1.78,7.69, final
2017-03-02,-26.69,-136.9,-16.48,2.15,1.8,7.78, final
2017-03-03,-26.25,-137.51,-9.48,2.23,1.84,8.14, final
2017-03-04,-25.58,-137.35,-9.26,2.26,1.86,8.21, final
2017-03-05,-24.2,-138.11,-10.65,2.24,1.85,8.07, rapid
2017-03-06,-25.66,-136.16,-23.59,2.34,1.91,8.41, rapid
2017-03-07,-25,-136.78,-9.7,2.2,1.81,7.99, rapid
2017-03-08,-25.38,-136.12,-8.9,2.19,1.83,8.06, rapid
2017-03-09,-25.72,-135.93,-14.38,2.19,1.81,7.9, rapid
2017-03-10,-24.59,-136.06,-16.03,2.28,1.87,8.25, rapid
2017-03-11,-24.28,-136.87,-20.76,2.32,1.86,8.36, rapid
2017-03-12,-23.88,-135.85,-12.88,2.18,1.79,7.91, rapid
2017-03-13,-25.21,-137.21,-8.92,2.23,1.82,8.13, rapid
