PBO Station Position Time Series.,,,,,,,
Format Version, 1.2.0,,,,,,
Reference Frame, IGS08,,,,,,
4-character ID, P316,,,,,,
Station name, RequaYurokCN2006,,,,,,
Begin Date, 2006-07-01,,,,,,
End Date, 2017-03-20,,,,,,
Release Date, 2017-03-22,,,,,,
Source file, P316.pbo.igs08.pos,,,,,,
Offset from source file, -3.66 mm North, -46.25 mm East, -3.42 mm Vertical,,,,
Reference position, 41.5591334341 North Latitude, -124.0861440056 East Longitude, 234.98198 meters elevation,,,,
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality
2009-04-04,-8.34,-37.87,-6.66,1.86,1.44,6.39, repro
2009-04-05,-8.74,-37.42,-7.96,1.85,1.43,6.35, repro
2009-04-06,-8.45,-37.39,-7.6,1.91,1.47,6.55, repro
2009-04-07,-8.09,-37.85,-1.97,1.96,1.51,6.72, repro
2009-04-08,-8.5,-38.02,-2.65,1.9,1.46,6.46, repro
2009-04-09,-9.34,-38.42,-4.41,1.87,1.44,6.46, repro
2009-04-10,-8.3,-38.56,-7.97,1.8,1.39,6.24, repro
2009-04-11,-8.04,-38.01,-3.74,1.89,1.45,6.49, repro
2009-04-12,-7.99,-37.63,-8.97,1.81,1.4,6.32, repro
2009-04-13,-9.12,-38.58,-9.06,1.88,1.44,6.51, repro
2009-04-14,-8.75,-38.43,-5.57,1.93,1.47,6.56, repro
2009-04-15,-9.19,-38.78,-7.56,1.95,1.49,6.65, repro
2009-04-16,-8.77,-37.61,-6.89,1.89,1.45,6.48, repro
2009-04-17,-8.49,-37.88,-11.27,1.96,1.5,6.72, repro
2009-04-18,-8.55,-37.57,-5.5,1.99,1.54,6.84, repro
2009-04-19,-8.98,-38.73,-5.52,1.94,1.49,6.59, repro
2009-04-20,-7.92,-38.29,-7.66,1.92,1.48,6.56, repro
2009-04-21,-8.38,-38.61,-5.48,1.97,1.52,6.75, repro
2009-04-22,-8.7,-38.73,-1.82,1.95,1.5,6.63, repro
2009-04-23,-9.31,-38.22,-4.52,1.99,1.54,6.76, repro
2009-04-24,-9.84,-39.3,-3.01,1.93,1.49,6.57, repro
2009-04-25,-8.57,-38.31,-9.5,1.92,1.49,6.55, repro
2009-04-26,-8.84,-38.82,-6.16,1.92,1.48,6.53, repro
2009-04-27,-8.54,-38.36,-1.77,1.97,1.53,6.69, repro
2009-04-28,-8.3,-38.04,-4.18,1.93,1.49,6.56, repro
2009-04-29,-8.36,-39.31,-6.28,1.82,1.43,6.27, repro
2009-04-30,-8.63,-37.61,-5.81,1.95,1.52,6.68, repro
2009-05-01,-8.58,-39.02,1.44,1.96,1.52,6.69, repro
2009-05-02,-8.01,-38.94,4.85,2.18,1.67,7.41, repro
2009-05-03,-7.32,-39.14,-1.16,2.34,1.78,8, repro
2009-05-04,-9.59,-39.12,-1.7,1.97,1.51,6.69, repro
2009-05-05,-8.89,-38.57,-2.14,2.16,1.66,7.36, repro
2009-05-06,-6.77,-38.78,-3.48,2.15,1.63,7.3, repro
2009-05-07,-7.21,-38.4,-7.79,2.02,1.56,6.85, repro
2009-05-08,-7.59,-37.9,-7.79,1.85,1.44,6.32, repro
2009-05-09,-7.97,-38.26,-6.49,1.91,1.48,6.49, repro
2009-05-10,-7.65,-38.62,-3.1,1.96,1.52,6.65, repro
2009-05-11,-7.26,-39.01,-6.6,1.97,1.5,6.64, repro
2009-05-12,-8.35,-38.28,-2.67,1.9,1.45,6.43, repro
2009-05-13,-8.08,-38.67,2.62,1.96,1.51,6.64, repro
2009-05-14,-6.79,-38.4,-7.16,2.08,1.61,7.12, repro
2009-05-15,-7.65,-38.42,-8.56,1.96,1.51,6.69, repro
2009-05-16,-7.85,-39.11,-8.41,2,1.52,6.78, repro
2009-05-17,-6.82,-39,-7.05,1.91,1.49,6.55, repro
2009-05-18,-8.06,-38.64,-6.72,2.01,1.54,6.85, repro
2009-05-19,-7.42,-39.99,-2.99,1.99,1.54,6.84, repro
2009-05-20,-6.95,-39.38,-6.44,1.91,1.47,6.49, repro
2009-05-21,-7.06,-39.57,-3.18,2.04,1.55,6.93, repro
2009-05-22,-7.75,-40.06,-7.44,1.94,1.49,6.63, repro
2009-05-23,-7.47,-38.72,-4.15,1.9,1.45,6.49, repro
2009-05-24,-7.55,-38.79,-4.4,1.92,1.48,6.62, repro
2009-05-25,-6.88,-39.41,-3.26,1.97,1.51,6.76, repro
2009-05-26,-6.46,-39.6,-4.62,1.95,1.52,6.71, repro
2009-05-27,-8.17,-38.76,-0.73,1.92,1.47,6.67, repro
2009-05-28,-7.47,-39.48,-1.97,1.95,1.52,6.76, repro
2009-05-29,-7.65,-38.81,1.59,1.95,1.52,6.79, repro
2009-05-30,-7.8,-38.85,-0.25,1.89,1.49,6.64, repro
2009-05-31,-7.55,-39.77,-1.37,2.01,1.56,6.99, repro
2009-06-01,-8.04,-39.4,-4.14,2.07,1.58,7.21, repro
2009-06-02,-7.94,-39.18,-3.63,2.1,1.61,7.29, repro
2009-06-03,-7.74,-40.03,-3.3,2.27,1.72,7.88, repro
2009-06-04,-8.36,-39.22,-5.02,2.15,1.65,7.5, repro
2009-06-05,-7.89,-40.25,-0.02,2.08,1.6,7.23, repro
2009-06-06,-7.94,-39.78,-2.12,1.88,1.49,6.61, repro
2009-06-07,-7.08,-39.9,0.86,1.98,1.54,6.86, repro
2009-06-08,-7.85,-40.12,-1.56,1.9,1.5,6.69, repro
2009-06-09,-8.04,-40.76,-2.5,1.85,1.48,6.55, repro
2009-06-10,-7.41,-40.33,-4.78,1.9,1.52,6.66, repro
2009-06-11,-8.16,-40.27,-8.15,1.87,1.49,6.54, repro
2009-06-12,-8.53,-39.59,-3.41,1.93,1.54,6.81, repro
2009-06-13,-8.65,-40.26,4.77,2.06,1.61,7.16, repro
2009-06-14,-7.46,-39.64,-0.91,1.91,1.51,6.68, repro
2009-06-15,-8.93,-39.9,0.41,2.05,1.62,7.21, repro
2009-06-16,-8.12,-40.07,3.99,1.89,1.51,6.69, repro
2009-06-17,-8.34,-39.78,4.36,1.96,1.57,6.92, repro
2009-06-18,-8.29,-40.56,2.91,1.94,1.54,6.88, repro
2009-06-19,-7.67,-41.47,5.75,2.08,1.63,7.28, repro
2009-06-20,-7.94,-41.28,-0.87,1.99,1.58,6.99, repro
2009-06-21,-8.06,-39.97,-1.54,1.97,1.56,6.91, repro
2009-06-22,-8.86,-40.29,0.88,1.93,1.53,6.77, repro
2009-06-23,-8.01,-40.88,-0.8,1.95,1.54,6.84, repro
2009-06-24,-8.76,-41.92,-2.98,2.08,1.63,7.29, repro
2009-06-25,-7.42,-41,-0.34,2.21,1.72,7.77, repro
2009-06-26,-8.77,-41.04,0.47,2.05,1.62,7.17, repro
2009-06-27,-8.05,-40.75,-4.35,1.92,1.57,6.85, repro
2009-06-28,-9.82,-40.62,-2.94,1.91,1.54,6.75, repro
2009-06-29,-9.3,-40.59,-2.67,2.06,1.64,7.24, repro
2009-06-30,-8.44,-40.86,2.65,1.88,1.49,6.66, repro
2009-07-01,-7.42,-39.8,-0.54,1.94,1.54,6.8, repro
2009-07-02,-8.06,-41.17,5.41,2.2,1.71,7.72, repro
2009-07-03,-8.12,-40.92,-1.93,2.29,1.77,8.09, repro
2009-07-04,-9.07,-40.51,-0.39,1.97,1.54,7, repro
2009-07-05,-8.8,-40.72,4.72,1.97,1.55,6.97, repro
2009-07-06,-7.28,-40.81,-0.95,1.97,1.56,6.9, repro
2009-07-07,-8.65,-42.22,2.46,2.1,1.7,7.48, repro
2009-07-08,-8.47,-40.64,0.87,1.91,1.52,6.78, repro
2009-07-09,-8.45,-40.87,1.16,1.82,1.46,6.49, repro
2009-07-10,-7.92,-40.94,4.76,2.13,1.7,7.57, repro
2009-07-11,-7.98,-40.96,4.12,2,1.6,7.09, repro
2009-07-12,-7.5,-40.34,-3.65,1.93,1.56,6.91, repro
2009-07-13,-9.42,-39.46,3.74,2.17,1.71,7.59, repro
2009-07-14,-8.94,-40.72,0.66,1.98,1.57,7.03, repro
2009-07-15,-8.24,-41,1.53,1.82,1.47,6.51, repro
2009-07-16,-8.57,-40.71,2.53,1.85,1.51,6.65, repro
2009-07-17,-9.25,-41.13,2.18,1.94,1.58,6.9, repro
2009-07-18,-7.33,-40.91,1.25,2.03,1.63,7.18, repro
2009-07-19,-8.46,-40.79,1.59,1.99,1.61,7.03, repro
2009-07-20,-9.14,-41.18,-2.7,2.07,1.66,7.3, repro
2009-07-21,-8.54,-42.09,7.04,1.96,1.61,6.99, repro
2009-07-22,-7.95,-42.37,5.37,1.98,1.62,7.06, repro
2009-07-23,-7.53,-42.56,5.66,2.03,1.65,7.27, repro
2009-07-24,-7.4,-42.47,2.03,2.2,1.8,7.91, repro
2009-07-25,-7.4,-41.5,2.56,2.13,1.69,7.53, repro
2009-07-26,-6.95,-41.98,-3.64,2.5,1.95,8.69, repro
2009-07-27,-8.45,-41.78,-2.12,2.08,1.67,7.37, repro
2009-07-28,-9.6,-41.9,-2.71,1.98,1.6,7.05, repro
2009-07-29,-7.86,-42.24,4.24,2.27,1.8,7.97, repro
2009-07-30,-8.47,-41.77,-1.88,2.2,1.71,7.69, repro
2009-07-31,-7.85,-42.11,0.61,2.08,1.67,7.35, repro
2009-08-01,-6.99,-42.53,-4.97,2.18,1.73,7.71, repro
2009-08-02,-7.68,-42.72,1.75,2.32,1.82,8.18, repro
2009-08-03,-7.73,-42,-4.66,2.07,1.66,7.37, repro
2009-08-04,-8.3,-42.12,-3.62,2.15,1.74,7.6, repro
2009-08-05,-8.84,-43.39,-4.78,2.06,1.64,7.29, repro
2009-08-06,-7.46,-42.37,-0.21,1.93,1.54,6.82, repro
2009-08-07,-8.25,-43.14,4.08,2.23,1.8,7.95, repro
2009-08-08,-9.08,-42.54,-1.66,2.14,1.7,7.51, repro
2009-08-09,-7.96,-41.78,-3.68,2.12,1.7,7.43, repro
2009-08-10,-8.6,-42.48,-4.14,1.98,1.57,6.93, repro
2009-08-11,-8.71,-42.88,2.29,1.94,1.55,6.82, repro
2009-08-12,-8.56,-43.9,-1.43,2.17,1.71,7.66, repro
2009-08-13,-9.47,-43.35,5.38,2.25,1.76,7.9, repro
2009-08-14,-9.31,-43.74,-1.64,1.97,1.56,6.94, repro
2009-08-15,-8.27,-42.62,-0.34,2.01,1.58,7.01, repro
2009-08-16,-8.55,-42.94,-3.04,1.98,1.57,6.94, repro
2009-08-17,-8.65,-43.03,-2.08,1.98,1.57,7.04, repro
2009-08-18,-9.22,-43.31,5.59,1.91,1.51,6.71, repro
2009-08-19,-10.04,-43.75,5.51,1.94,1.55,6.89, repro
2009-08-20,-8.97,-42.44,3.17,2,1.59,7.18, repro
2009-08-21,-9.15,-42.57,-0.87,2.05,1.64,7.29, repro
2009-08-22,-8.03,-43.66,-2.22,2.05,1.64,7.31, repro
2009-08-23,-9.38,-43.06,1.36,2.09,1.67,7.43, repro
2009-08-24,-9.51,-43.29,4.04,2.03,1.63,7.25, repro
2009-08-25,-9.35,-43.74,8.26,2.18,1.74,7.81, repro
2009-08-26,-8.98,-43.14,4.27,2.18,1.77,7.71, repro
2009-08-27,-9.11,-42.96,-2.93,1.95,1.61,6.93, repro
2009-08-28,-7.52,-42.59,-2.36,2.19,1.76,7.65, repro
2009-08-29,-9.07,-42.42,-2.47,2.21,1.76,7.71, repro
2009-08-30,-9.65,-43.21,2.03,1.92,1.59,6.82, repro
2009-08-31,-8.52,-43.95,-3.71,2.1,1.74,7.44, repro
2009-09-01,-10.15,-42.77,6.23,1.9,1.59,6.8, repro
2009-09-02,-9.01,-44.01,-5.18,2.18,1.77,7.64, repro
2009-09-03,-8.4,-43.76,-6.16,1.89,1.55,6.7, repro
2009-09-04,-9.85,-43.31,0.18,2.01,1.62,7.11, repro
2009-09-05,-8.85,-42.71,-0.61,2.28,1.84,8.09, repro
2009-09-06,-8.6,-43.49,1.62,2.03,1.66,7.31, repro
2009-09-07,-9.22,-43.14,-1.16,1.86,1.52,6.64, repro
2009-09-08,-9.37,-44.03,-2.7,1.87,1.52,6.64, repro
2009-09-09,-8.7,-44.6,2.33,2.03,1.65,7.23, repro
2009-09-10,-8.89,-44.27,4.6,2.1,1.76,7.63, repro
2009-09-11,-8.49,-43.54,-5.96,1.85,1.53,6.71, repro
2009-09-12,-10.33,-43.88,2.61,2.18,1.75,7.78, repro
2009-09-13,-9.46,-44.52,4.48,2.09,1.68,7.49, repro
2009-09-14,-9.15,-44.95,-0.07,2.09,1.66,7.4, repro
2009-09-15,-10.11,-43.2,0.57,2.05,1.63,7.23, repro
2009-09-16,-10.76,-43.21,2.85,2.01,1.61,7.19, repro
2009-09-17,-9.26,-43.94,-2.09,2.19,1.76,7.91, repro
2009-09-18,-10.59,-43.37,0.57,2.06,1.68,7.32, repro
2009-09-19,-8.5,-43.33,0.38,2.15,1.69,7.57, repro
2009-09-20,-8.03,-44.86,0.91,2,1.59,7.05, repro
2009-09-21,-9.19,-43.64,-0.06,1.95,1.57,6.92, repro
2009-09-22,-8.8,-44.18,-2.16,1.98,1.58,6.97, repro
2009-09-23,-8.99,-43.76,-4.19,1.85,1.49,6.6, repro
2009-09-24,-9.45,-44.35,0.07,1.84,1.46,6.52, repro
2009-09-25,-9.03,-44.89,-3.94,1.96,1.56,6.91, repro
2009-09-26,-9.23,-44.55,2.66,1.96,1.56,6.95, repro
2009-09-27,-9.4,-44,1.68,1.82,1.44,6.44, repro
2009-09-28,-9.36,-45.49,3.02,2,1.57,7.03, repro
2009-09-29,-10.01,-44.7,-0.73,2.2,1.73,7.66, repro
2009-09-30,-9.01,-44.5,-1.3,1.97,1.55,6.9, repro
2009-10-01,-8.9,-43.94,-3.68,1.93,1.52,6.81, repro
2009-10-02,-9.15,-45.46,-3.64,1.99,1.58,6.98, repro
2009-10-03,-8.33,-44.8,-0.19,1.86,1.47,6.53, repro
2009-10-04,-9.54,-43.7,-5.24,2,1.58,7.05, repro
2009-10-05,-9.83,-44.45,2.39,1.85,1.47,6.52, repro
2009-10-06,-9.17,-43.71,2.82,1.93,1.52,6.74, repro
2009-10-07,-10.36,-43.91,-0.38,2.05,1.63,7.19, repro
2009-10-08,-9.17,-44.1,-1.89,1.89,1.5,6.7, repro
2009-10-09,-9.48,-43.72,-0.75,1.95,1.56,6.85, repro
2009-10-10,-9.2,-43.67,0.77,1.94,1.56,6.9, repro
2009-10-11,-9.88,-44.54,-0.17,1.92,1.51,6.75, repro
2009-10-12,-9.57,-45.29,3.16,1.96,1.54,6.89, repro
2009-10-13,-10.55,-45.79,6.96,2.2,1.74,7.84, repro
2009-10-14,-9.75,-46.62,7.08,2.36,1.86,8.37, repro
2009-10-15,-9.44,-43.65,-0.92,2.28,1.83,8.15, repro
2009-10-16,-10.34,-43.94,-4.66,1.93,1.57,6.88, repro
2009-10-17,-9.46,-46.05,-8.49,2.22,1.77,7.86, repro
2009-10-18,-9.48,-45.16,-5.17,2.17,1.75,7.81, repro
2009-10-19,-8.96,-45.03,-1.26,1.99,1.63,7.17, repro
2009-10-20,-8.96,-44.64,-4.46,1.96,1.6,6.98, repro
2009-10-21,-10.13,-44.8,-2.59,2.1,1.7,7.47, repro
2009-10-22,-10.01,-43.74,-4.7,1.93,1.57,6.91, repro
2009-10-23,-8.6,-44.63,2.99,2,1.62,7.18, repro
2009-10-24,-10.31,-44.69,-0.29,2,1.64,7.26, repro
2009-10-25,-9.56,-45.07,-2.45,1.97,1.61,7.13, repro
2009-10-26,-8.48,-44.74,1.05,2.17,1.76,7.75, repro
2009-10-27,-9.86,-46.01,2.21,2.02,1.63,7.17, repro
2009-10-28,-8.64,-44.7,-0.31,2.16,1.73,7.63, repro
2009-10-29,-9.21,-46.79,-1.54,2.02,1.62,7.14, repro
2009-10-30,-8.96,-44.61,-1.41,1.85,1.49,6.54, repro
2009-10-31,-8.85,-44.59,0.48,2.16,1.73,7.62, repro
2009-11-01,-8.46,-44.57,-0.25,1.92,1.55,6.85, repro
2009-11-02,-8.9,-44.32,-7.48,1.87,1.48,6.55, repro
2009-11-03,-8.91,-44.71,-10.06,1.97,1.56,6.89, repro
2009-11-04,-9.55,-45.81,-2.23,1.81,1.45,6.39, repro
2009-11-05,-8.83,-46.43,-3.93,1.97,1.57,6.93, repro
2009-11-06,-8.66,-45.7,4.77,2.24,1.79,7.99, repro
2009-11-07,-11.63,-46.71,5.28,2.21,1.76,7.85, repro
2009-11-08,-8.74,-44.75,-3.54,2.01,1.63,7.14, repro
2009-11-09,-8.15,-45.6,-4.12,1.99,1.6,7.09, repro
2009-11-10,-8,-45.06,-5.63,2.05,1.66,7.29, repro
2009-11-11,-7.3,-46.09,-5.46,2.13,1.74,7.61, repro
2009-11-12,-8.65,-45.98,0.51,2.08,1.68,7.41, repro
2009-11-13,-9.49,-46.19,1.91,2.01,1.62,7.1, repro
2009-11-14,-8.26,-44.8,-4.32,1.94,1.58,6.91, repro
2009-11-15,-9.2,-45.52,-9.24,1.95,1.58,6.95, repro
2009-11-16,-7.71,-45.42,-11.25,1.99,1.63,7.11, repro
2009-11-17,-9.29,-44.12,8.7,2.2,1.74,7.77, repro
2009-11-18,-9.49,-45.9,-2.29,2.12,1.71,7.5, repro
2009-11-19,-8.73,-44.38,0.82,1.96,1.6,7, repro
2009-11-20,-10.23,-46.82,2.9,2,1.64,7.16, repro
2009-11-21,-8.56,-46.51,-4.64,1.98,1.62,7.09, repro
2009-11-22,-9.64,-46.03,3.02,2.16,1.74,7.57, repro
2009-11-23,-9.04,-45.35,-6.24,2.04,1.67,7.18, repro
2009-11-24,-10.19,-45.61,-8.34,1.9,1.57,6.72, repro
2009-11-25,-8.89,-45.31,-6.56,1.95,1.63,6.97, repro
2009-11-26,-8.84,-46.21,-7.53,1.85,1.52,6.6, repro
2009-11-27,-8.43,-46.18,-3.07,2.1,1.71,7.49, repro
2009-11-28,-9.19,-46.5,-7.74,1.88,1.54,6.62, repro
2009-11-29,-7.76,-45.72,-9.78,1.86,1.52,6.54, repro
2009-11-30,-8.41,-46.79,-2.53,1.88,1.53,6.61, repro
2009-12-01,-8.74,-46.69,-4.37,1.94,1.57,6.83, repro
2009-12-02,-8.5,-46.15,-7.13,1.96,1.6,6.96, repro
2009-12-03,-7.73,-45.78,-4.66,1.86,1.51,6.55, repro
2009-12-04,-8.8,-46.02,-7.72,1.91,1.54,6.7, repro
2009-12-05,-8.63,-46.93,-4.94,1.88,1.53,6.64, repro
2009-12-06,-8.31,-46.15,-1.05,1.85,1.5,6.54, repro
2009-12-07,-7.2,-47.01,2.34,1.84,1.5,6.49, repro
2009-12-08,-7.39,-46.48,-4.06,1.85,1.51,6.54, repro
2009-12-09,-8.38,-46.34,0.96,1.85,1.54,6.63, repro
2009-12-10,-8.87,-46.25,0.81,1.91,1.54,6.74, repro
2009-12-11,-8.31,-46.31,0.04,2.04,1.69,7.29, repro
2009-12-12,-7.78,-46.44,4,2.05,1.66,7.31, repro
2009-12-13,-8.24,-47.79,0.86,1.91,1.55,6.7, repro
2009-12-14,-8.92,-47.24,-3.87,1.91,1.54,6.69, repro
2009-12-15,-10.06,-48.85,-3.96,1.89,1.54,6.73, repro
2009-12-16,-9.19,-47.88,-4,2.14,1.76,7.65, repro
2009-12-17,-8.72,-46.03,-6.15,2.02,1.61,7.05, repro
2009-12-18,-8.53,-45.09,-1.97,2.31,1.84,8.17, repro
2009-12-19,-9.92,-45.81,0.54,2.09,1.7,7.42, repro
2009-12-20,-7.97,-46.78,-4.05,2.12,1.7,7.21, repro
2009-12-21,-10.41,-45.72,-3.78,2.12,1.69,7.57, repro
2009-12-22,-9.79,-45.91,-4.51,1.98,1.6,6.98, repro
2009-12-23,-9.53,-46.17,-6.66,1.91,1.52,6.66, repro
2009-12-24,-9.19,-45.49,-4.2,1.79,1.43,6.32, repro
2009-12-25,-9.56,-46.3,1.21,1.79,1.43,6.32, repro
2009-12-26,-8.63,-45.9,-6.33,1.91,1.52,6.67, repro
2009-12-27,-8,-45.44,-4.16,1.94,1.54,6.84, repro
2009-12-28,-9.04,-45.86,-6.25,1.83,1.46,6.47, repro
2009-12-29,-9.93,-46.46,-4.48,1.99,1.57,7, repro
2009-12-30,-9.94,-46.38,0.21,2,1.59,7.05, repro
2009-12-31,-9.39,-46.09,0.44,1.96,1.57,6.92, repro
2010-01-01,-10.55,-46.32,-7.33,2.27,1.79,8.03, repro
2010-01-02,-8.73,-44.96,-4.99,1.9,1.53,6.76, repro
2010-01-03,-8.66,-44.94,-6.42,1.88,1.5,6.61, repro
2010-01-04,-9.14,-44.65,-1.41,1.99,1.58,6.95, repro
2010-01-05,-8.73,-45.63,-3.42,2.04,1.62,7.18, repro
2010-01-06,-9.35,-45.63,-4.4,1.98,1.57,6.97, repro
2010-01-07,-9.04,-46.25,-4.93,1.94,1.56,6.9, repro
2010-01-08,-8.31,-45.43,-8.42,2.05,1.64,7.24, repro
2010-01-09,-8.75,-47.08,-8.74,2.12,1.66,7.4, repro
2010-01-10,-9.61,-46.27,-7.61,1.98,1.58,6.97, repro
2010-01-11,-10.96,-47.32,-7.34,1.91,1.54,6.74, repro
2010-01-12,-11.91,-46.75,-0.95,2.16,1.74,7.55, repro
2010-01-13,-9.94,-45.93,2.13,2.09,1.72,7.38, repro
2010-01-14,-9.31,-46.43,-5.97,1.94,1.62,6.91, repro
2010-01-15,-10.01,-46.75,-2.85,1.89,1.56,6.62, repro
2010-01-16,-11.13,-48.07,0.34,2.07,1.69,7.18, repro
2010-01-17,-11.09,-47.4,1.67,2.04,1.66,7.16, repro
2010-01-18,-10.21,-47.58,3.16,2.09,1.68,7.28, repro
2010-01-19,-11.24,-48.5,7.88,2.31,1.86,7.98, repro
2010-01-20,-11.81,-50.07,4.22,3.61,2.92,12.41, repro
2010-01-21,-12.69,-50.03,10.69,3.08,2.4,10.68, repro
2010-01-22,-11.5,-48.18,3.95,1.97,1.59,6.88, repro
2010-01-23,-11.04,-46.9,-1.83,1.92,1.56,6.68, repro
2010-01-24,-11.11,-48.89,-0.09,1.85,1.51,6.44, repro
2010-01-25,-10.43,-47.8,-5.56,2.1,1.69,7.31, repro
2010-01-26,-10.5,-47.51,-5.67,1.94,1.57,6.73, repro
2010-01-27,-10.46,-46.41,-8.44,1.93,1.57,6.62, repro
2010-01-28,-11.18,-46.56,-10.12,1.95,1.6,6.84, repro
2010-01-29,-10.95,-47.3,-5.17,2.04,1.63,7.01, repro
2010-01-30,-11.42,-47,-3.72,1.94,1.56,6.67, repro
2010-01-31,-10.99,-46.6,-5.41,1.88,1.49,6.47, repro
2010-02-01,-10.46,-47.31,-5.75,1.99,1.59,6.85, repro
2010-02-02,-11.27,-47.02,0.17,2.06,1.62,7.14, repro
2010-02-03,-11.08,-46.12,-3.23,2.1,1.68,7.26, repro
2010-02-04,-10.4,-48.17,0.91,1.98,1.64,6.89, repro
2010-02-05,-11.47,-48.77,-2.08,2.03,1.65,7.02, repro
2010-02-06,-11.67,-46.56,-1.31,1.94,1.57,6.71, repro
2010-02-07,-11.5,-45.98,1.96,1.96,1.57,6.74, repro
2010-02-08,-12.42,-46.83,-1.55,1.94,1.56,6.65, repro
2010-02-09,-11.25,-46.23,-2.22,2,1.62,6.92, repro
2010-02-10,-11.57,-46.85,-5.06,1.94,1.58,6.72, repro
2010-02-11,-11.68,-46.4,-1.47,1.85,1.5,6.47, repro
2010-02-12,-12.4,-47.16,-0.85,2.02,1.63,7.1, repro
2010-02-13,-12.08,-47.76,1.02,1.95,1.58,6.86, repro
2010-02-14,-12.4,-47.61,-4,2.04,1.64,7.21, repro
2010-02-15,-11.89,-47.01,-2.88,1.94,1.56,6.8, repro
2010-02-16,-11.44,-47.37,-5.16,2.07,1.59,7.11, repro
2010-02-17,-12.13,-47.79,-2.33,1.95,1.52,6.78, repro
2010-02-18,-11.85,-49.06,-3.85,1.97,1.53,6.83, repro
2010-02-19,-12.8,-48.46,-4,1.95,1.51,6.77, repro
2010-02-20,-12.54,-48.63,-1.85,1.91,1.52,6.7, repro
2010-02-21,-12,-48.33,-5.32,1.89,1.52,6.62, repro
2010-02-22,-12.45,-48.95,-8.25,1.94,1.56,6.79, repro
2010-02-23,-12.93,-48.63,-4.39,2.04,1.62,7.16, repro
2010-02-24,-13.61,-48.04,-3.16,2.18,1.73,7.64, repro
2010-02-25,-11.77,-49.17,-4.07,2.01,1.6,7, repro
2010-02-26,-12.43,-50.76,1.39,2.13,1.67,7.45, repro
2010-02-27,-12.37,-49.74,0.37,1.95,1.54,6.79, repro
2010-02-28,-12.24,-49.75,-5.36,1.9,1.5,6.62, repro
2010-03-01,-12.37,-48.73,-1.64,1.98,1.55,6.86, repro
2010-03-02,-12.22,-50.31,0.46,1.97,1.53,6.83, repro
2010-03-03,-11.85,-50.18,1.54,1.97,1.54,6.85, repro
2010-03-04,-11.63,-49.05,-4.46,1.88,1.47,6.51, repro
2010-03-05,-13.09,-50.12,0.92,1.78,1.39,6.24, repro
2010-03-06,-12.55,-49.64,-6.93,1.91,1.48,6.58, repro
2010-03-07,-11.35,-50.3,-3.35,1.91,1.5,6.6, repro
2010-03-08,-11.13,-50.01,-5.92,1.98,1.54,6.86, repro
2010-03-09,-12.07,-49.34,-5.94,1.88,1.46,6.46, repro
2010-03-10,-12.23,-48.83,-4.69,1.93,1.49,6.7, repro
2010-03-11,-12.13,-48.45,-0.32,2,1.55,6.86, repro
2010-03-12,-13.43,-50.17,1.76,1.98,1.52,6.83, repro
2010-03-13,-11.74,-50.1,-5.67,2.11,1.62,7.27, repro
2010-03-14,-13.08,-49.44,-7.87,1.77,1.38,6.13, repro
2010-03-15,-12.36,-48.84,-12.06,1.81,1.41,6.26, repro
2010-03-16,-12.77,-49.09,-3.18,2.03,1.56,6.97, repro
2010-03-17,-12.43,-49.56,-5.97,1.81,1.41,6.29, repro
2010-03-18,-11.71,-49.44,-6.32,1.78,1.4,6.22, repro
2010-03-19,-11.66,-49.66,-5.24,1.91,1.5,6.61, repro
2010-03-20,-10.69,-49.64,-9.78,1.92,1.49,6.63, repro
2010-03-21,-11.95,-50.77,-3.29,2.02,1.55,7.03, repro
2010-03-22,-12.13,-49.59,-3.76,1.86,1.44,6.47, repro
2010-03-23,-11.88,-49.77,-3.61,1.88,1.45,6.48, repro
2010-03-24,-12.38,-49.7,-7.31,2,1.52,6.93, repro
2010-03-25,-12.88,-50.09,-0.56,2.11,1.59,7.37, repro
2010-03-26,-12.54,-49.33,-2.97,1.9,1.45,6.63, repro
2010-03-27,-12.05,-48.79,-4.99,1.93,1.48,6.73, repro
2010-03-28,-12.19,-51.24,-7.97,2.27,1.73,7.93, repro
2010-03-29,-11.53,-49.83,-0.72,2.2,1.68,7.65, repro
2010-03-30,-13.59,-51.44,6.65,2.29,1.75,7.92, repro
2010-03-31,-12.71,-50.84,-0.49,2.11,1.61,7.38, repro
2010-04-01,-11.62,-49.9,-4.6,1.95,1.49,6.71, repro
2010-04-02,-12.87,-51.43,2.88,2.03,1.57,7.15, repro
2010-04-03,-12.82,-51.25,0.37,2.19,1.66,7.64, repro
2010-04-04,-12.23,-50.86,2.57,1.97,1.5,6.74, repro
2010-04-05,-11.47,-51.28,-2.18,2.17,1.64,7.54, repro
2010-04-06,-11.55,-49.65,1.79,2.08,1.58,7.19, repro
2010-04-07,-11.95,-49.6,-3.75,1.97,1.52,6.94, repro
2010-04-08,-11.72,-50.05,-1.07,2,1.57,7.01, repro
2010-04-09,-10.92,-49.99,-4.08,1.89,1.42,6.37, repro
2010-04-10,-10.88,-49.79,-1.13,1.94,1.48,6.65, repro
2010-04-11,-12.02,-50.9,-1.72,1.88,1.45,6.46, repro
2010-04-12,-12.36,-50.28,0.26,1.91,1.49,6.66, repro
